squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
0.337,0.657,0.0,0.0,0.465,0.4,0.222,0.111,0.71,1.0,1.0,0.301,0.894,0.468,1.0,0.1,0.337
0.678,0.03,1.0,1.0,0.354,0.686,0.444,1.0,0.032,0.0,1.0,0.001,0.87,0.914,0.0,0.9,0.678
0.328,0.697,0.0,0.0,0.495,0.23,0.222,0.778,0.581,0.0,1.0,0.807,0.939,0.213,1.0,0.3,0.327
0.156,0.404,0.0,0.0,0.869,0.256,1.0,0.556,0.258,1.0,1.0,0.729,0.855,0.356,0.0,0.3,0.156
0.413,0.172,0.0,1.0,0.707,0.431,1.0,0.667,0.742,1.0,0.0,0.043,0.67,0.173,0.0,0.1,0.413
0.41,0.727,1.0,0.0,0.182,0.523,1.0,0.556,0.968,1.0,0.0,0.039,0.612,0.27,1.0,0.7,0.41
0.273,0.141,1.0,0.0,0.879,0.565,0.0,0.333,0.097,0.0,0.0,0.344,0.961,0.037,1.0,0.1,0.274
0.571,0.939,0.0,1.0,0.727,0.89,0.0,0.444,0.903,0.0,0.0,0.109,0.31,0.766,1.0,0.2,0.571
0.995,0.859,1.0,1.0,0.232,0.76,0.333,0.444,0.71,0.0,1.0,0.264,0.511,0.664,1.0,0.0,0.995
0.609,0.616,1.0,1.0,0.99,0.253,0.333,0.222,0.871,0.0,0.0,0.349,0.11,0.774,0.0,0.3,0.609
0.889,0.687,1.0,0.0,0.889,0.939,0.444,0.667,0.484,0.0,1.0,0.908,0.271,0.424,1.0,0.2,0.89
0.403,0.232,0.0,0.0,0.768,0.304,0.556,0.778,0.839,1.0,0.0,0.205,0.419,0.446,0.0,0.8,0.403
0.624,0.535,1.0,0.0,0.202,0.266,0.222,0.444,0.581,0.0,1.0,0.509,0.034,0.503,0.0,0.6,0.624
0.514,0.121,1.0,0.0,0.939,0.785,0.222,0.333,0.387,0.0,0.0,0.835,0.483,0.156,1.0,0.2,0.515
0.342,0.232,1.0,0.0,0.505,0.276,0.111,0.111,0.387,0.0,1.0,0.882,0.636,0.244,1.0,0.1,0.343
0.29,0.515,0.0,0.0,0.263,0.106,0.667,0.444,0.839,0.0,0.0,0.391,0.909,0.699,0.0,0.0,0.289
0.241,1.0,1.0,1.0,0.687,0.424,0.111,0.889,0.097,1.0,0.0,0.248,0.334,0.898,1.0,0.3,0.242
0.814,0.889,1.0,0.0,0.828,0.529,0.556,0.333,0.548,1.0,0.0,0.424,0.373,0.474,1.0,1.0,0.815
0.069,0.455,1.0,0.0,0.465,0.053,0.444,0.556,0.065,1.0,1.0,0.816,0.324,0.842,1.0,1.0,0.07
0.52,0.687,0.0,1.0,0.212,0.638,0.556,0.111,0.323,0.0,0.0,0.131,0.114,0.277,1.0,0.3,0.52
0.452,0.515,1.0,1.0,0.99,0.152,1.0,0.889,0.581,0.0,1.0,0.59,0.563,0.342,1.0,0.0,0.453
0.251,0.889,0.0,1.0,0.798,0.978,0.333,0.778,0.226,0.0,0.0,0.491,0.633,0.907,1.0,0.6,0.251
0.63,0.162,1.0,0.0,0.192,0.16,0.111,0.889,0.194,0.0,1.0,0.147,0.606,0.516,0.0,0.3,0.63
0.786,0.505,0.0,0.0,0.343,0.042,0.778,0.444,0.194,0.0,0.0,0.804,0.323,0.779,0.0,0.4,0.786
0.771,0.677,1.0,1.0,0.687,0.074,0.0,0.889,0.71,0.0,1.0,0.25,0.328,0.236,1.0,0.0,0.771
0.724,0.929,0.0,1.0,0.192,0.324,0.556,0.222,0.645,0.0,0.0,0.213,0.778,0.173,0.0,0.8,0.723
0.902,0.313,1.0,1.0,0.02,0.345,0.444,1.0,0.323,0.0,1.0,0.526,0.88,0.639,0.0,1.0,0.902
0.822,0.404,1.0,0.0,0.283,0.971,1.0,1.0,0.774,1.0,0.0,0.135,0.095,0.871,1.0,0.2,0.822
0.988,0.626,0.0,1.0,0.101,0.005,0.333,0.778,0.0,0.0,0.0,0.632,0.124,0.072,0.0,0.9,0.987
0.79,0.051,1.0,0.0,0.697,0.926,0.222,0.111,0.452,1.0,1.0,0.745,0.128,0.832,1.0,0.8,0.79
0.403,0.141,0.0,0.0,0.212,0.7,0.111,0.667,0.677,1.0,1.0,0.013,0.76,0.439,0.0,0.5,0.403
0.722,0.141,0.0,0.0,0.778,0.933,0.889,0.889,0.677,1.0,0.0,0.399,0.041,0.479,0.0,0.6,0.723
0.579,0.475,1.0,0.0,0.778,0.033,0.333,0.556,0.677,0.0,1.0,0.269,0.534,0.349,1.0,0.8,0.579
0.616,0.212,0.0,0.0,0.687,0.381,0.778,0.111,0.323,0.0,0.0,0.973,0.753,0.832,1.0,0.0,0.616
0.788,0.929,0.0,0.0,0.535,0.974,0.0,0.778,0.774,1.0,0.0,0.463,0.693,0.042,0.0,0.5,0.788
0.199,0.253,0.0,1.0,0.535,0.739,0.333,0.556,0.419,1.0,1.0,0.698,0.493,0.862,0.0,0.5,0.2
0.886,0.051,1.0,1.0,0.929,0.844,0.0,1.0,0.258,1.0,1.0,0.4,0.444,0.663,1.0,0.6,0.887
0.403,0.808,1.0,1.0,0.253,0.343,0.889,0.0,0.935,1.0,1.0,0.384,0.268,0.243,1.0,0.5,0.404
0.675,0.232,1.0,1.0,0.202,0.923,0.778,0.333,0.548,1.0,0.0,0.257,0.669,0.832,1.0,0.1,0.675
0.92,0.657,0.0,0.0,0.636,0.299,0.333,0.778,0.677,1.0,1.0,0.779,0.726,0.207,0.0,1.0,0.919
0.321,0.838,1.0,0.0,0.404,0.173,0.667,1.0,0.323,1.0,0.0,0.154,0.179,0.66,1.0,0.6,0.321
0.074,0.101,1.0,1.0,0.98,0.767,0.333,0.222,0.387,0.0,0.0,0.54,0.549,0.886,1.0,0.9,0.076
0.641,0.465,1.0,1.0,0.485,0.021,0.444,0.111,0.839,1.0,0.0,0.664,0.242,0.192,1.0,0.2,0.642
0.116,0.848,1.0,0.0,0.121,0.708,0.778,0.556,0.097,0.0,1.0,0.036,0.358,0.221,0.0,0.1,0.116
0.92,0.434,0.0,0.0,0.434,0.978,0.778,0.444,0.258,0.0,1.0,0.626,0.278,0.459,1.0,0.7,0.919
0.005,0.758,1.0,1.0,0.727,0.184,0.333,1.0,0.161,1.0,1.0,0.16,0.2,0.911,1.0,0.3,0.006
0.581,0.343,0.0,0.0,0.798,0.251,0.222,0.333,0.742,0.0,0.0,0.534,0.889,0.132,0.0,0.2,0.581
0.41,0.03,0.0,0.0,0.303,0.431,0.556,0.111,1.0,0.0,0.0,0.853,0.023,0.272,0.0,0.1,0.41
0.695,0.101,1.0,0.0,0.747,0.104,0.111,0.111,0.484,0.0,0.0,0.837,0.654,0.934,0.0,0.7,0.695
0.17,0.333,1.0,0.0,0.545,0.729,0.889,0.0,0.935,1.0,1.0,0.581,0.767,0.33,0.0,0.6,0.17
0.59,0.273,1.0,1.0,0.737,0.277,0.222,0.444,0.355,0.0,1.0,0.621,0.166,0.961,1.0,0.0,0.591
0.258,0.051,1.0,1.0,0.02,0.966,0.444,0.111,0.71,1.0,1.0,0.811,0.403,0.266,1.0,0.2,0.258
0.691,0.929,0.0,1.0,0.939,0.511,0.222,0.333,0.581,0.0,0.0,0.092,0.151,0.086,1.0,0.5,0.692
0.953,0.606,1.0,1.0,0.444,0.224,0.111,0.889,0.129,0.0,1.0,0.003,0.126,0.278,0.0,0.2,0.953
0.422,0.545,0.0,1.0,0.657,0.751,0.444,0.778,0.871,0.0,0.0,0.796,0.39,0.153,0.0,0.2,0.422
0.008,0.394,1.0,1.0,0.818,0.504,0.556,0.222,0.968,0.0,1.0,0.968,0.413,0.071,1.0,0.3,0.009
0.313,0.727,0.0,0.0,0.101,0.196,0.556,0.556,0.742,0.0,0.0,0.612,0.8,0.177,1.0,0.4,0.313
0.619,0.01,1.0,0.0,0.172,0.545,0.0,0.222,0.677,0.0,0.0,0.597,0.18,0.048,0.0,0.2,0.619
0.371,0.455,1.0,0.0,0.374,0.766,0.222,1.0,0.355,1.0,1.0,0.382,0.324,0.946,0.0,0.5,0.371
0.359,1.0,1.0,1.0,0.505,0.963,0.778,1.0,0.226,0.0,0.0,0.395,0.003,0.367,0.0,0.3,0.36
0.812,0.121,0.0,0.0,1.0,0.24,0.889,0.333,0.742,1.0,1.0,0.639,0.033,0.391,0.0,0.3,0.812
0.46,0.838,1.0,0.0,0.424,0.099,0.111,0.333,0.677,0.0,0.0,0.365,0.961,0.856,1.0,0.9,0.461
0.478,0.515,0.0,0.0,0.111,0.392,0.444,0.667,0.097,0.0,1.0,0.956,0.372,0.77,1.0,0.3,0.478
0.653,0.374,1.0,0.0,0.747,0.452,0.889,0.667,0.419,0.0,1.0,0.371,0.748,0.664,0.0,0.2,0.653
0.999,0.01,0.0,0.0,0.04,0.292,0.0,0.222,0.355,0.0,1.0,0.296,0.064,0.291,0.0,1.0,0.998
0.003,0.576,1.0,1.0,0.283,0.407,0.778,0.444,0.677,0.0,1.0,0.256,0.235,0.756,1.0,0.6,0.004
0.252,0.071,0.0,1.0,0.475,0.158,0.222,1.0,0.194,0.0,0.0,0.211,0.573,0.732,0.0,0.8,0.252
0.475,0.818,1.0,0.0,0.545,0.973,0.889,0.333,0.0,1.0,1.0,0.093,0.569,0.304,1.0,0.3,0.476
0.78,0.101,1.0,1.0,0.646,0.836,0.556,0.333,0.258,0.0,1.0,0.25,0.264,0.916,0.0,0.8,0.78
0.63,0.182,1.0,1.0,0.061,0.431,0.889,0.333,0.452,1.0,0.0,0.035,0.036,0.858,0.0,0.9,0.63
0.798,0.96,1.0,1.0,0.192,0.682,0.556,0.333,0.516,0.0,1.0,0.767,0.391,0.418,1.0,0.1,0.798
0.117,0.323,1.0,0.0,0.162,0.435,0.111,0.889,0.032,0.0,1.0,0.937,0.137,0.624,0.0,0.4,0.118
0.521,0.141,1.0,0.0,0.96,0.732,1.0,0.667,0.903,0.0,0.0,0.468,0.82,0.258,0.0,1.0,0.522
0.504,0.687,0.0,0.0,0.808,0.228,0.444,0.333,0.484,1.0,1.0,0.589,0.652,0.779,0.0,0.3,0.504
0.534,0.697,0.0,0.0,0.899,0.477,0.778,0.111,0.935,0.0,1.0,0.772,0.151,0.282,1.0,0.5,0.534
0.764,0.212,1.0,0.0,0.212,0.866,0.333,0.889,0.677,0.0,0.0,0.767,0.84,0.123,0.0,0.5,0.763
0.68,0.465,0.0,0.0,0.919,0.074,1.0,0.556,0.677,1.0,0.0,0.014,0.084,0.181,0.0,0.3,0.68
0.547,0.697,0.0,1.0,0.02,0.32,0.444,0.556,0.871,1.0,1.0,0.296,0.454,0.671,1.0,0.3,0.547
0.501,0.01,0.0,1.0,0.737,0.98,0.222,0.667,0.194,1.0,0.0,0.429,0.664,0.394,0.0,0.9,0.501
0.44,0.737,0.0,1.0,0.545,0.481,0.333,0.333,1.0,0.0,1.0,1.0,0.879,0.679,1.0,0.7,0.44
0.284,0.737,1.0,1.0,0.051,0.836,0.667,0.444,0.742,0.0,0.0,0.34,0.73,0.753,1.0,0.4,0.285
0.478,0.525,1.0,0.0,0.051,0.879,0.333,1.0,0.71,1.0,0.0,0.254,0.65,0.973,1.0,1.0,0.478
0.462,0.465,1.0,0.0,0.768,0.632,0.889,0.444,0.419,1.0,1.0,0.616,0.968,0.751,0.0,0.8,0.462
0.322,0.04,0.0,1.0,0.939,0.628,0.556,0.222,0.355,0.0,0.0,0.531,0.495,0.64,1.0,0.1,0.323
0.589,0.091,1.0,0.0,0.414,0.564,0.556,0.0,0.226,1.0,1.0,0.783,0.055,0.904,0.0,0.5,0.59
0.177,0.071,1.0,1.0,0.374,0.608,0.889,0.444,0.71,1.0,0.0,0.975,0.621,0.643,0.0,0.8,0.177
0.062,0.02,1.0,0.0,0.202,0.575,0.556,0.333,0.839,0.0,1.0,0.19,0.883,0.742,0.0,0.0,0.062
0.596,0.162,1.0,0.0,0.071,0.519,0.333,0.667,0.0,0.0,0.0,0.603,0.178,0.718,1.0,0.9,0.596
0.485,0.758,1.0,0.0,0.192,0.966,1.0,0.667,0.871,0.0,0.0,0.202,0.248,0.646,1.0,0.0,0.485
0.668,0.172,0.0,0.0,0.465,0.636,0.778,0.889,0.258,0.0,1.0,0.831,0.181,0.066,0.0,1.0,0.668
0.533,0.859,0.0,0.0,0.182,0.49,0.444,1.0,0.032,0.0,0.0,0.35,0.974,0.116,0.0,0.1,0.533
0.455,0.879,1.0,1.0,1.0,0.881,0.667,0.556,0.806,0.0,1.0,0.248,0.987,0.377,0.0,0.5,0.456
0.254,0.465,0.0,1.0,0.111,0.432,0.333,0.111,0.032,0.0,0.0,0.096,0.874,0.272,0.0,0.1,0.254
0.315,0.626,1.0,0.0,0.384,0.304,0.556,0.889,0.29,0.0,0.0,0.705,0.871,0.678,1.0,0.4,0.316
0.23,0.444,0.0,1.0,0.929,0.209,0.222,0.556,1.0,0.0,0.0,0.276,0.397,0.772,1.0,0.2,0.23
0.59,0.939,0.0,0.0,0.909,0.232,1.0,0.444,0.581,1.0,0.0,0.793,0.372,0.718,0.0,0.9,0.59
0.937,0.263,0.0,1.0,0.747,0.923,0.111,0.222,0.29,0.0,1.0,0.574,0.681,0.801,0.0,0.2,0.937
0.764,0.535,1.0,1.0,0.283,0.482,0.889,0.667,1.0,0.0,1.0,0.875,0.715,0.986,0.0,0.1,0.764
0.419,0.071,1.0,0.0,0.889,0.223,0.222,0.889,0.806,0.0,1.0,0.281,0.599,0.002,1.0,0.5,0.419
0.81,0.869,1.0,0.0,0.545,0.912,0.556,0.667,0.645,0.0,0.0,0.464,0.932,0.764,1.0,1.0,0.81
0.114,0.929,0.0,0.0,0.242,0.299,0.889,0.778,0.194,0.0,0.0,0.605,0.639,0.356,0.0,0.1,0.114
0.797,0.707,0.0,1.0,0.162,0.21,0.889,0.667,1.0,1.0,1.0,0.641,0.361,0.933,1.0,0.3,0.797
0.348,0.444,1.0,1.0,0.949,0.623,0.222,0.778,0.71,0.0,1.0,0.013,0.823,0.036,1.0,0.2,0.348
0.282,0.222,0.0,0.0,0.283,0.013,0.778,0.889,0.194,0.0,1.0,0.456,0.841,0.308,1.0,1.0,0.282
0.935,0.444,1.0,1.0,0.141,0.517,0.111,0.889,0.71,0.0,0.0,0.814,0.704,0.278,0.0,0.3,0.935
0.179,0.566,0.0,1.0,0.687,0.529,0.333,1.0,0.194,1.0,0.0,0.192,0.141,0.9,0.0,0.2,0.179
0.003,0.101,1.0,0.0,0.505,0.384,0.556,0.889,0.258,1.0,0.0,0.107,0.472,0.93,0.0,0.1,0.003
0.027,0.404,1.0,0.0,0.566,0.206,0.222,0.556,0.065,1.0,1.0,0.7,0.198,0.552,0.0,0.3,0.027
0.075,0.465,0.0,0.0,0.556,0.908,0.778,0.778,0.29,0.0,0.0,0.013,0.304,0.56,0.0,0.0,0.075
0.155,0.323,1.0,1.0,0.071,0.767,0.444,0.333,0.903,1.0,1.0,0.164,0.474,0.608,0.0,1.0,0.155
0.788,0.111,1.0,0.0,0.293,0.588,0.667,0.778,0.484,1.0,0.0,0.492,0.218,0.36,0.0,0.8,0.788
0.305,0.404,0.0,1.0,0.687,0.731,0.778,0.889,0.258,1.0,0.0,0.666,0.713,0.532,0.0,0.1,0.305
0.373,0.879,0.0,0.0,0.182,0.173,0.889,0.667,0.903,0.0,1.0,0.061,0.974,0.902,1.0,0.2,0.373
0.279,0.414,0.0,1.0,0.707,0.889,0.556,0.0,0.839,0.0,1.0,0.632,0.35,0.136,0.0,0.2,0.279
0.437,0.828,0.0,1.0,0.0,0.854,0.0,0.444,0.548,0.0,1.0,0.371,0.079,0.998,1.0,0.8,0.437
0.157,0.758,1.0,0.0,0.111,0.401,0.889,0.778,0.871,1.0,0.0,0.344,0.038,0.17,0.0,0.5,0.157
0.744,0.949,0.0,1.0,0.556,0.324,0.222,1.0,0.323,0.0,1.0,0.585,0.144,0.547,0.0,0.8,0.744
0.291,0.172,1.0,1.0,0.111,0.155,0.0,0.889,0.129,0.0,0.0,0.359,0.687,0.777,1.0,0.3,0.291
0.995,0.333,0.0,1.0,0.747,0.882,0.0,0.889,1.0,1.0,0.0,0.555,0.834,0.91,1.0,0.3,0.996
0.737,0.465,0.0,0.0,0.717,0.421,0.556,0.889,0.355,1.0,1.0,0.63,0.561,0.922,1.0,0.7,0.737
0.642,0.646,1.0,0.0,0.131,0.723,0.667,0.556,0.419,1.0,0.0,0.252,0.287,0.403,1.0,0.2,0.643
0.834,0.152,0.0,0.0,0.859,0.196,0.333,0.111,0.323,1.0,1.0,0.552,0.529,0.5,1.0,0.6,0.834
0.486,0.242,0.0,0.0,0.04,0.935,0.444,0.111,0.065,1.0,0.0,0.04,0.711,0.409,0.0,0.9,0.486
0.53,0.616,1.0,1.0,0.515,0.09,0.889,0.778,0.71,1.0,1.0,0.561,0.588,0.217,1.0,0.3,0.53
0.673,0.98,1.0,0.0,0.828,0.873,0.556,0.444,0.839,1.0,0.0,0.884,0.203,0.586,1.0,0.4,0.673
0.069,0.232,0.0,0.0,0.162,0.148,0.667,0.889,0.774,0.0,0.0,0.144,0.737,0.17,0.0,0.8,0.069
0.748,0.182,0.0,1.0,0.545,0.326,0.889,0.444,0.677,1.0,0.0,0.522,0.505,0.251,1.0,0.5,0.749
0.233,0.626,1.0,1.0,0.525,0.731,0.889,0.0,0.839,1.0,1.0,0.83,0.664,0.663,0.0,0.5,0.233
0.536,0.909,1.0,0.0,0.657,0.13,0.111,0.667,0.581,0.0,1.0,0.391,0.14,0.782,1.0,0.7,0.536
0.135,0.566,1.0,0.0,0.283,0.095,0.444,0.0,0.613,0.0,1.0,0.237,0.991,0.95,1.0,0.8,0.136
0.632,0.03,0.0,0.0,0.0,0.825,0.333,0.0,0.452,1.0,1.0,0.305,0.012,0.768,0.0,1.0,0.631
0.434,0.414,0.0,1.0,0.444,0.458,0.444,1.0,0.323,1.0,1.0,0.23,0.318,0.949,1.0,1.0,0.434
0.039,0.758,0.0,1.0,0.556,0.028,0.667,0.0,0.032,0.0,1.0,0.635,0.165,0.457,1.0,0.7,0.04
0.431,0.808,1.0,0.0,0.677,0.819,0.778,0.667,0.839,1.0,0.0,0.226,0.688,0.127,0.0,0.6,0.431
0.903,0.263,0.0,0.0,0.949,0.241,0.556,0.556,0.29,1.0,0.0,0.182,0.263,0.96,0.0,0.9,0.903
0.501,0.677,0.0,1.0,0.162,0.571,1.0,0.556,0.161,1.0,0.0,0.58,0.384,0.393,1.0,1.0,0.501
0.387,0.636,1.0,0.0,0.121,0.168,0.444,0.667,0.387,1.0,1.0,0.025,0.179,0.403,1.0,0.3,0.387
0.051,0.343,0.0,0.0,0.828,0.089,0.222,0.111,0.516,1.0,1.0,0.346,0.768,0.869,1.0,0.0,0.051
0.648,0.495,1.0,1.0,0.535,0.19,0.333,0.556,0.29,1.0,1.0,0.82,0.076,0.656,0.0,0.2,0.648
0.349,0.02,1.0,1.0,0.929,0.643,0.667,0.778,0.419,1.0,1.0,0.777,0.52,0.832,0.0,1.0,0.35
0.878,0.515,1.0,0.0,0.758,0.529,0.556,0.333,0.806,1.0,1.0,0.08,0.641,0.431,0.0,0.2,0.879
0.463,0.758,0.0,0.0,0.232,0.649,0.889,0.889,0.484,1.0,0.0,0.895,0.16,0.034,1.0,0.8,0.463
0.967,0.626,0.0,0.0,0.606,0.787,0.778,0.889,0.613,1.0,1.0,0.614,0.75,0.804,1.0,0.1,0.967
0.573,0.626,0.0,0.0,0.596,0.685,0.889,0.667,0.677,0.0,1.0,0.548,0.937,0.646,0.0,0.1,0.573
0.424,0.687,1.0,0.0,0.232,0.802,0.444,0.778,1.0,0.0,1.0,0.009,0.434,0.468,0.0,0.8,0.424
0.364,0.444,1.0,0.0,0.778,0.926,0.556,0.333,0.935,0.0,1.0,0.104,0.793,0.214,1.0,0.1,0.364
0.463,0.828,0.0,0.0,0.566,0.193,0.778,0.667,0.032,1.0,0.0,0.762,0.907,0.426,0.0,0.4,0.462
0.134,0.03,0.0,0.0,0.737,0.846,0.222,1.0,1.0,0.0,1.0,0.298,0.404,0.068,1.0,0.7,0.134
0.831,0.212,0.0,0.0,0.636,0.398,0.556,0.333,0.452,0.0,1.0,0.24,0.625,0.397,1.0,0.7,0.831
0.179,0.889,0.0,0.0,0.162,0.276,0.111,0.556,0.516,0.0,1.0,0.505,0.804,0.901,1.0,0.6,0.179
0.296,0.202,1.0,0.0,0.798,0.702,0.667,0.889,0.258,0.0,0.0,0.902,0.676,0.226,0.0,0.0,0.296
0.882,0.323,1.0,0.0,0.303,0.52,0.889,0.778,0.613,0.0,1.0,0.445,0.561,0.671,1.0,0.1,0.882
0.995,0.859,1.0,0.0,0.111,0.294,0.778,0.0,0.742,1.0,0.0,0.526,0.1,0.178,0.0,0.5,0.995
0.251,0.646,0.0,1.0,0.242,0.317,1.0,0.556,0.226,1.0,0.0,0.0,0.9,0.922,0.0,0.3,0.252
0.896,0.929,0.0,0.0,0.394,0.754,0.444,0.444,0.871,0.0,1.0,0.286,0.555,0.563,1.0,0.9,0.896
0.35,0.202,1.0,1.0,0.515,0.897,0.111,0.556,0.0,1.0,1.0,0.692,0.177,0.053,0.0,0.7,0.351
0.911,0.343,0.0,1.0,0.242,0.994,0.667,0.444,0.032,0.0,0.0,0.529,0.771,0.806,1.0,1.0,0.911
0.68,0.657,1.0,0.0,0.798,0.036,0.333,1.0,0.226,1.0,1.0,0.135,0.603,0.296,1.0,0.3,0.681
0.325,0.505,1.0,0.0,0.374,0.854,0.0,0.444,0.613,0.0,1.0,0.203,0.661,0.039,0.0,0.2,0.325
0.658,0.545,0.0,0.0,0.444,0.465,0.778,0.111,0.548,0.0,0.0,0.471,0.757,0.234,0.0,0.3,0.658
0.615,0.212,0.0,1.0,0.101,0.959,0.667,0.333,0.871,1.0,0.0,0.373,0.968,0.571,0.0,0.5,0.615
0.249,0.606,0.0,0.0,0.556,0.107,0.556,0.0,0.935,1.0,0.0,0.837,0.847,0.876,0.0,1.0,0.25
0.415,0.98,1.0,1.0,0.97,0.822,0.444,0.667,0.839,1.0,1.0,0.364,0.799,0.454,0.0,0.1,0.415
0.325,0.465,1.0,0.0,0.424,0.287,0.333,0.111,0.194,0.0,0.0,0.972,0.38,0.627,0.0,0.5,0.326
0.176,0.242,0.0,0.0,0.101,0.476,0.0,0.0,0.71,1.0,1.0,0.77,0.483,0.489,1.0,1.0,0.176
0.079,0.364,0.0,0.0,0.929,0.171,1.0,0.333,0.645,0.0,1.0,0.249,0.922,0.587,1.0,1.0,0.079
0.114,0.374,0.0,1.0,0.404,0.314,0.556,0.111,0.613,1.0,0.0,0.404,0.309,0.666,0.0,0.5,0.115
0.695,0.414,1.0,0.0,0.939,0.36,0.556,0.0,0.71,1.0,0.0,0.728,0.109,0.723,0.0,0.1,0.695
0.616,0.455,1.0,0.0,0.424,0.641,0.0,1.0,0.935,1.0,0.0,0.131,0.545,0.781,0.0,1.0,0.616
0.875,0.283,1.0,0.0,0.0,0.615,0.333,0.333,0.742,0.0,0.0,0.404,0.944,0.022,0.0,0.1,0.875
0.148,0.384,0.0,1.0,0.172,0.568,0.444,1.0,0.71,1.0,1.0,0.044,0.669,0.611,0.0,0.4,0.148
0.438,0.111,1.0,1.0,0.949,0.076,0.444,0.889,0.097,1.0,0.0,0.13,0.977,0.554,0.0,0.7,0.439
0.083,0.182,0.0,1.0,0.879,0.741,0.444,0.889,0.387,0.0,1.0,0.292,0.951,0.384,0.0,0.6,0.084
0.441,0.414,0.0,1.0,0.657,0.824,0.0,0.0,0.129,0.0,0.0,0.168,0.112,0.269,1.0,0.7,0.441
0.685,0.333,1.0,0.0,0.778,0.233,0.0,0.0,0.226,0.0,1.0,0.873,0.878,0.353,1.0,0.4,0.686
0.042,0.0,0.0,1.0,0.869,0.659,0.778,0.222,0.774,0.0,0.0,0.685,0.457,0.692,0.0,0.0,0.043
0.64,0.212,0.0,0.0,0.586,0.38,0.111,0.778,0.548,0.0,1.0,0.436,0.049,0.179,1.0,0.0,0.64
0.449,0.323,0.0,0.0,0.556,0.03,1.0,0.556,0.355,1.0,1.0,0.884,0.987,0.51,1.0,0.0,0.449
0.686,0.495,0.0,0.0,0.303,0.12,1.0,0.111,0.645,0.0,0.0,0.878,0.657,0.7,0.0,0.6,0.686
0.762,0.374,0.0,1.0,0.313,0.551,0.667,0.667,1.0,0.0,1.0,0.289,0.574,0.087,0.0,0.4,0.762
0.364,0.616,0.0,1.0,0.697,0.681,0.0,1.0,1.0,0.0,1.0,0.576,0.702,0.69,0.0,0.6,0.364
0.699,0.687,1.0,0.0,0.273,0.678,0.778,0.444,0.613,0.0,1.0,0.349,0.244,0.814,1.0,0.1,0.699
0.064,0.657,0.0,1.0,0.323,0.954,0.889,0.556,0.129,1.0,1.0,0.478,0.092,0.894,0.0,0.6,0.064
0.692,0.0,0.0,1.0,0.828,0.682,0.111,0.889,0.774,1.0,1.0,0.077,0.148,0.059,0.0,0.0,0.693
0.315,0.697,0.0,0.0,0.343,0.634,0.556,0.0,0.903,1.0,1.0,0.62,0.665,0.642,0.0,0.4,0.315
0.503,0.293,0.0,1.0,0.636,0.239,0.778,0.111,0.516,1.0,0.0,0.705,0.628,0.954,0.0,1.0,0.503
0.002,0.616,1.0,1.0,0.768,0.687,0.111,0.111,0.806,1.0,0.0,0.252,0.131,0.751,0.0,0.5,0.002
0.27,0.384,0.0,0.0,0.899,0.655,0.0,0.667,0.548,1.0,1.0,0.694,0.038,0.522,0.0,0.7,0.27
0.431,0.051,1.0,1.0,0.525,0.292,0.444,1.0,0.065,1.0,1.0,0.306,0.699,0.714,0.0,0.6,0.431
0.637,0.061,0.0,0.0,0.889,0.474,1.0,0.556,0.677,1.0,0.0,0.442,0.207,0.134,0.0,0.8,0.637
0.403,0.747,1.0,1.0,0.515,0.763,0.444,0.778,0.516,1.0,1.0,0.13,0.971,0.616,1.0,0.4,0.403
0.088,0.96,1.0,1.0,0.364,0.478,0.444,0.889,0.839,0.0,0.0,0.017,0.631,0.022,0.0,0.8,0.089
0.906,0.919,1.0,1.0,0.808,0.87,0.556,0.0,0.516,0.0,0.0,0.065,0.1,0.118,0.0,0.7,0.907
0.065,0.626,1.0,0.0,0.808,0.641,0.333,1.0,0.903,1.0,0.0,0.57,0.749,0.882,1.0,0.1,0.066
0.029,0.475,1.0,0.0,0.414,0.781,0.444,0.778,0.968,0.0,1.0,0.796,0.226,0.094,0.0,0.0,0.029
0.162,0.535,1.0,0.0,0.707,0.183,0.222,0.111,0.323,0.0,1.0,0.026,0.666,0.939,1.0,0.0,0.162
0.721,0.556,0.0,0.0,0.212,0.072,0.778,0.222,0.452,0.0,0.0,0.944,0.87,0.972,1.0,0.0,0.721
0.019,0.444,0.0,1.0,0.667,0.481,0.889,0.0,0.226,1.0,1.0,0.815,0.79,0.556,1.0,0.5,0.02
0.182,0.354,0.0,0.0,0.98,0.614,0.333,0.889,0.903,0.0,1.0,0.745,0.083,0.234,0.0,0.1,0.182
0.159,0.687,1.0,0.0,0.434,0.846,0.444,0.556,0.484,1.0,1.0,0.309,0.848,0.158,1.0,0.0,0.16
0.223,0.051,1.0,1.0,0.333,0.629,0.222,0.333,0.387,0.0,0.0,0.302,0.977,0.853,0.0,0.8,0.224
0.897,0.263,0.0,0.0,0.283,0.189,0.222,0.111,0.548,1.0,1.0,0.635,0.857,0.6,1.0,0.4,0.897
0.109,0.465,0.0,1.0,0.091,0.127,0.444,0.444,0.226,0.0,1.0,0.742,0.303,0.377,1.0,0.2,0.109
0.471,0.364,0.0,1.0,0.778,0.277,0.667,0.556,0.742,1.0,1.0,0.243,0.113,0.624,1.0,0.1,0.471
