aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
0.004,0.575,0.038,0.184,0.385,0.013,0.111,0.435,0.46,0.55,0.55,0.765,0.335,0.659,0.7,0.013,0.019,0.1,0.1,0.889,0.0
0.014,0.466,0.029,0.087,0.077,0.001,0.011,0.885,0.413,0.14,0.006,0.685,0.789,0.437,0.4,0.234,0.335,0.1,0.0,0.556,0.0
0.02,0.036,0.0,0.247,0.692,0.017,0.1,0.365,0.453,0.45,0.006,0.265,0.907,0.679,0.8,0.02,0.322,1.0,0.12,0.444,0.0
0.018,0.327,0.019,0.061,0.615,0.002,0.056,0.55,0.987,0.75,0.75,0.735,0.426,0.526,0.7,0.065,0.064,0.2,0.14,0.222,0.0
0.01,0.23,0.01,0.105,0.462,0.025,0.0,0.385,0.507,0.51,0.51,0.43,0.541,0.403,0.0,0.021,0.333,0.2,0.0,0.889,0.0
0.01,0.096,0.076,0.002,0.615,0.001,0.078,0.07,0.947,1.0,1.0,0.41,0.609,0.526,0.6,0.002,0.404,0.0,0.06,0.556,0.0
0.018,0.368,0.076,0.184,0.231,0.044,0.1,0.31,0.647,0.23,0.006,0.6,0.487,0.468,0.3,0.018,0.098,0.1,0.12,0.778,0.0
0.006,0.513,0.038,0.581,0.692,0.005,0.089,0.18,0.487,0.47,0.0,0.015,0.74,0.519,0.5,0.08,0.065,0.3,0.04,0.222,0.0
0.006,0.101,0.029,0.051,0.231,0.022,0.078,0.715,0.993,0.58,0.58,0.8,0.339,0.43,0.0,0.048,0.608,0.0,0.04,0.0,0.0
0.004,0.237,0.095,0.069,0.538,0.003,0.067,0.825,0.053,0.51,0.51,0.125,0.717,0.58,0.2,0.005,0.028,0.8,0.16,0.667,0.0
0.006,0.173,0.048,0.115,0.462,0.017,0.067,0.025,0.807,0.33,0.001,0.075,0.124,0.372,0.1,0.048,0.661,0.9,0.14,0.111,0.0
0.002,0.003,0.038,0.002,0.538,0.018,0.089,0.08,0.58,0.67,0.67,0.9,0.613,0.645,0.3,0.009,0.051,0.7,0.12,0.111,0.0
0.006,0.264,0.019,0.215,0.0,0.002,0.056,0.065,0.86,0.82,0.82,0.36,0.684,0.474,0.6,0.009,0.034,0.2,0.12,0.444,0.0
0.008,0.03,0.038,0.059,0.769,0.048,0.056,0.86,0.593,0.09,0.005,0.92,0.544,0.536,0.1,0.1,0.363,0.0,0.08,0.889,0.0
0.006,0.391,0.01,0.008,0.692,0.018,0.0,0.325,0.487,0.53,0.53,0.66,0.242,0.454,0.7,0.113,0.146,0.5,0.1,0.556,0.0
0.014,0.482,0.057,0.026,0.615,0.016,0.056,0.835,0.807,0.65,0.65,0.21,0.564,0.573,0.5,0.016,0.058,0.6,0.2,0.556,0.0
0.01,0.025,0.038,0.182,0.154,0.007,0.0,0.945,0.787,0.75,0.75,0.46,0.4,0.863,0.2,0.028,0.329,0.7,0.12,0.778,0.0
0.01,0.005,0.086,0.158,0.769,0.007,0.1,0.47,0.173,0.28,0.009,0.115,0.56,0.488,0.3,0.124,0.304,0.6,0.18,0.444,0.0
0.02,0.139,0.019,0.105,0.308,0.001,0.056,0.425,0.673,0.19,0.008,0.225,0.109,0.461,0.5,0.039,0.015,0.1,0.08,0.111,0.0
0.006,0.205,0.076,0.113,0.385,0.048,0.022,0.145,0.333,0.7,0.7,0.68,0.982,0.703,0.1,0.075,0.121,0.2,0.08,0.222,0.0
0.014,0.285,0.095,0.121,0.615,0.008,0.089,0.85,0.193,0.78,0.78,0.925,0.673,0.625,0.6,0.064,0.025,0.3,0.06,0.444,0.0
0.004,0.095,0.057,0.032,0.385,0.006,0.044,0.36,0.28,0.75,0.75,0.35,0.654,0.512,0.5,0.08,0.079,0.0,0.1,0.333,0.0
0.002,0.169,0.076,0.597,0.462,0.048,0.067,0.75,0.167,0.02,0.0,0.415,0.335,0.689,0.9,0.04,0.096,0.2,0.02,0.0,0.0
0.01,0.022,0.057,0.15,0.0,0.012,0.067,0.76,0.507,0.57,0.57,0.775,0.426,0.669,0.2,0.006,0.297,1.0,0.1,0.889,0.0
0.002,0.123,0.029,0.287,0.462,0.021,0.1,0.755,0.593,0.55,0.55,0.82,0.475,0.546,0.1,0.009,0.006,0.8,0.12,1.0,0.0
0.008,0.698,0.048,0.174,0.769,0.005,0.067,0.12,0.44,0.09,0.008,0.85,0.847,0.522,0.6,0.008,0.12,0.2,0.16,0.222,0.0
0.008,0.418,0.019,0.126,0.154,0.006,0.011,0.58,0.707,0.82,0.82,0.6,0.37,0.573,0.1,0.046,0.06,0.4,0.16,0.444,0.0
0.014,0.509,0.038,0.083,0.462,0.009,0.1,0.435,0.107,0.41,0.003,0.215,0.38,0.59,0.8,0.007,0.018,0.2,0.04,0.556,0.0
0.014,0.181,0.038,0.061,0.692,0.008,0.033,0.01,0.027,0.76,0.76,0.99,0.545,0.502,0.6,0.015,0.025,0.6,0.2,0.222,0.0
0.01,0.533,0.029,0.138,0.077,0.009,0.067,0.97,0.847,0.08,0.008,0.97,0.686,0.734,0.5,0.007,0.223,0.8,0.18,0.778,0.0
0.018,0.017,0.019,0.126,0.154,0.006,0.044,0.785,0.287,0.04,0.003,0.445,0.769,0.751,0.5,0.03,0.579,0.3,0.16,0.333,0.0
0.012,0.644,0.067,0.192,0.154,0.043,0.067,0.975,0.92,0.46,0.003,0.955,0.956,0.42,0.9,0.005,0.158,0.5,0.02,0.222,0.0
0.006,0.48,0.038,0.006,0.692,0.005,0.1,0.7,0.333,0.28,0.005,0.22,0.154,0.706,0.1,0.184,0.513,0.4,0.12,0.333,0.0
0.018,0.317,0.057,0.393,0.077,0.002,0.078,0.275,0.847,0.61,0.61,0.435,0.869,0.406,0.9,0.146,0.108,0.9,0.1,0.556,0.0
0.008,0.018,0.067,0.065,0.692,0.012,0.089,0.695,0.747,0.1,0.001,0.54,0.479,0.543,0.9,0.072,0.489,0.2,0.04,0.778,0.0
0.006,0.82,0.029,0.178,0.385,0.01,0.044,0.185,0.86,0.62,0.62,0.61,0.628,0.471,0.7,0.001,0.02,0.4,0.02,0.889,0.0
0.016,0.585,0.029,0.089,0.538,0.008,0.011,0.175,0.953,0.71,0.71,0.305,0.931,0.41,0.4,0.194,0.18,0.5,0.02,0.333,0.0
0.01,0.01,0.019,0.32,0.538,0.003,0.011,0.725,0.347,0.18,0.003,0.44,0.045,0.659,0.7,0.001,0.617,0.1,0.02,0.111,0.0
0.018,0.02,0.095,0.083,0.692,0.0,0.056,0.53,0.353,0.96,0.96,0.79,0.588,0.608,0.2,0.028,0.054,0.3,0.0,0.333,0.0
0.012,0.024,0.076,0.188,0.077,0.002,0.111,0.25,0.493,0.5,0.5,0.37,0.971,0.737,0.8,0.003,0.329,0.5,0.08,0.444,0.0
0.018,0.712,0.01,0.296,0.077,0.007,0.044,0.135,0.62,0.5,0.5,0.35,0.828,0.584,0.2,0.148,0.484,0.6,0.12,0.222,0.0
0.008,0.281,0.086,0.049,0.231,0.01,0.089,0.005,0.007,0.5,0.5,0.74,0.533,0.696,0.7,0.148,0.054,0.6,0.18,0.222,0.0
0.006,0.335,0.076,0.372,0.385,0.053,0.044,0.62,0.613,0.42,0.006,0.86,0.318,0.444,0.4,0.111,0.085,0.8,0.02,0.111,0.0
0.012,0.04,0.029,0.065,0.692,0.0,0.078,0.77,0.213,0.33,0.006,0.205,0.98,0.577,0.9,0.188,0.103,0.6,0.1,0.889,0.0
0.01,0.244,0.038,0.128,0.231,0.012,0.044,0.52,0.927,0.07,0.006,0.88,0.184,0.396,0.8,0.044,0.328,0.3,0.06,0.556,0.0
0.014,0.132,0.029,0.018,0.308,0.029,0.067,0.165,0.887,0.59,0.59,0.68,0.562,0.771,0.8,0.004,0.101,0.1,0.08,0.111,0.0
0.006,0.041,0.019,0.18,0.692,0.007,0.033,0.3,0.047,0.79,0.79,0.82,0.069,0.44,1.0,0.018,0.217,0.6,0.16,0.444,0.0
0.016,0.396,0.086,0.071,0.154,0.001,0.089,0.82,0.407,1.0,1.0,0.19,0.583,0.563,0.6,0.003,0.329,0.2,0.1,0.889,0.0
0.002,0.305,0.086,0.123,0.385,0.012,0.078,0.405,0.16,0.15,0.005,0.025,0.88,0.652,0.2,0.016,0.09,0.4,0.18,0.333,0.0
0.016,0.533,0.029,0.022,0.769,0.003,0.011,0.845,0.653,0.28,0.004,0.905,0.306,0.635,0.8,0.154,0.196,0.7,0.1,0.111,0.0
0.012,0.813,0.029,0.075,0.462,0.003,0.033,0.755,0.24,0.78,0.78,0.795,0.711,0.594,0.8,0.056,0.577,0.7,0.1,0.778,0.0
0.018,0.03,0.076,0.004,0.538,0.014,0.022,0.995,0.32,0.33,0.001,0.25,0.923,0.495,0.0,0.038,0.084,0.9,0.06,0.0,0.0
0.014,0.296,0.048,0.012,0.538,0.026,0.056,0.61,0.707,0.27,0.008,0.515,0.225,0.816,0.7,0.01,0.446,0.1,0.0,0.778,0.0
0.002,0.139,0.057,0.002,0.154,0.006,0.033,0.65,0.247,0.98,0.98,0.78,0.551,0.474,0.8,0.049,0.352,0.5,0.18,0.0,0.0
0.002,0.004,0.019,0.241,0.385,0.0,0.078,0.69,0.927,0.87,0.87,0.235,0.181,0.444,0.1,0.006,0.242,0.9,0.04,0.889,0.0
0.004,0.034,0.057,0.2,0.692,0.01,0.033,0.25,0.567,0.44,0.004,0.17,0.206,0.556,0.7,0.029,0.103,0.9,0.02,0.222,0.0
0.014,0.653,0.086,0.611,0.615,0.015,0.078,0.39,0.06,0.83,0.83,0.69,0.532,0.584,0.9,0.041,0.449,0.9,0.1,0.556,0.0
0.004,0.211,0.057,0.255,0.385,0.007,0.067,0.085,0.393,0.07,0.008,0.795,0.929,0.553,0.8,0.034,0.093,0.1,0.16,1.0,0.0
0.014,0.568,0.076,0.332,0.385,0.006,0.044,0.725,0.933,0.28,0.003,0.51,0.431,0.56,0.2,0.176,0.036,0.1,0.16,0.444,0.0
0.004,0.456,0.038,0.089,0.231,0.005,0.056,0.02,0.773,0.51,0.51,0.22,0.264,0.56,0.6,0.003,0.073,0.4,0.08,0.889,0.0
0.016,0.01,0.076,0.227,0.308,0.033,0.111,0.9,0.973,0.31,0.004,0.565,0.497,0.669,0.6,0.019,0.29,0.9,0.04,0.778,0.0
0.01,0.223,0.019,0.091,0.538,0.003,0.033,0.915,0.687,0.48,0.009,0.685,0.549,0.597,0.2,0.115,0.004,0.6,0.14,0.222,0.0
0.006,0.05,0.019,0.006,0.692,0.013,0.067,0.685,0.433,0.09,0.006,0.17,0.6,0.577,0.8,0.17,0.119,0.6,0.1,0.222,0.0
0.004,0.094,0.067,0.168,0.615,0.02,0.044,0.26,0.147,0.69,0.69,0.32,0.67,0.495,0.4,0.034,0.204,0.3,0.0,0.778,0.0
0.014,0.123,0.076,0.109,0.308,0.001,0.033,0.725,0.187,0.52,0.52,0.985,0.423,0.713,0.6,0.176,0.31,0.6,0.14,0.889,0.0
0.002,0.085,0.048,0.036,0.308,0.026,0.067,0.375,0.293,0.68,0.68,0.785,0.823,0.41,0.2,0.039,0.219,0.4,0.04,0.444,0.0
0.004,0.055,0.086,0.081,0.692,0.003,0.022,0.035,0.467,0.01,0.0,0.04,0.375,0.618,0.6,0.096,0.841,0.6,0.0,0.889,0.0
0.018,0.01,0.048,0.184,0.538,0.041,0.067,0.83,0.527,0.73,0.73,0.295,0.269,0.454,0.6,0.013,0.374,0.6,0.12,0.556,0.0
0.02,0.135,0.067,0.34,0.231,0.012,0.011,0.98,0.547,0.11,0.005,0.185,0.681,0.689,0.0,0.052,0.105,0.0,0.04,0.111,0.0
0.016,0.184,0.048,0.081,0.231,0.085,0.1,0.285,0.96,0.44,0.003,0.46,0.396,0.505,0.9,0.188,0.046,0.2,0.14,0.778,0.0
0.018,0.028,0.019,0.158,0.538,0.0,0.022,0.325,1.0,0.79,0.79,0.59,0.585,0.7,0.2,0.001,0.228,0.1,0.16,0.667,0.0
0.016,0.453,0.01,0.172,0.308,0.005,0.056,0.18,0.927,0.8,0.8,0.58,0.182,0.652,0.1,0.005,0.741,0.6,0.16,0.889,0.0
0.014,0.235,0.01,0.196,0.385,0.001,0.089,0.535,0.96,0.07,0.005,0.3,0.531,0.672,0.6,0.041,0.03,1.0,0.08,0.889,0.0
0.006,0.311,0.048,0.217,0.077,0.009,0.089,0.04,0.793,0.7,0.7,0.785,0.563,0.59,0.0,0.071,0.307,0.4,0.1,0.222,0.0
0.008,0.315,0.01,0.407,0.462,0.063,0.0,0.82,0.52,0.61,0.61,0.19,0.395,0.717,0.9,0.021,0.184,0.9,0.04,0.333,0.0
0.002,0.024,0.019,0.368,0.231,0.031,0.111,0.695,0.793,0.39,0.001,0.97,0.068,0.58,0.9,0.004,0.156,0.8,0.2,0.222,0.0
0.002,0.171,0.019,0.022,0.154,0.0,0.044,0.25,0.893,0.22,0.003,0.475,0.126,0.468,0.1,0.053,0.742,0.1,0.12,0.778,0.0
0.014,0.006,0.086,0.346,0.769,0.003,0.044,0.275,0.64,0.21,0.004,0.31,0.772,0.662,0.3,0.001,0.021,0.3,0.18,0.444,0.0
0.02,0.23,0.095,0.474,0.615,0.005,0.011,0.33,0.667,0.67,0.67,0.91,0.59,0.427,0.4,0.111,0.073,0.7,0.14,0.0,0.0
0.012,0.022,0.019,0.512,0.154,0.013,0.089,0.03,0.493,0.05,0.003,0.375,0.253,0.495,0.3,0.155,0.019,0.5,0.16,0.0,0.0
0.018,0.622,0.038,0.04,0.154,0.005,0.033,0.025,0.953,0.92,0.92,0.2,0.249,0.741,0.7,0.032,0.065,0.1,0.12,0.111,0.0
0.01,0.513,0.029,0.028,0.462,0.005,0.111,0.395,0.393,0.49,0.007,0.12,0.196,0.666,0.2,0.041,0.115,0.6,0.18,1.0,0.0
0.014,0.245,0.095,0.061,0.231,0.025,0.033,0.63,0.887,0.34,0.006,0.82,0.16,0.648,0.0,0.014,0.0,0.1,0.04,0.111,0.0
0.008,0.329,0.048,0.043,0.154,0.07,0.089,0.105,0.693,1.0,1.0,0.525,0.246,0.666,0.9,0.213,0.07,0.6,0.1,0.333,0.0
0.0,0.591,0.076,0.563,0.308,0.056,0.0,0.97,0.533,0.32,0.004,0.62,0.66,0.532,1.0,0.097,0.106,0.1,0.04,0.444,0.0
0.008,0.135,0.067,0.356,0.615,0.001,0.067,0.355,0.953,0.58,0.58,0.72,0.13,0.355,0.9,0.012,0.536,0.5,0.04,0.111,0.0
0.002,0.042,0.057,0.174,0.308,0.069,0.033,0.665,0.667,0.18,0.005,0.76,0.847,0.775,0.6,0.01,0.119,0.7,0.06,0.667,0.0
0.01,0.805,0.01,0.051,0.692,0.046,0.0,0.445,0.94,0.74,0.74,0.595,0.624,0.696,0.9,0.066,0.742,0.6,0.04,0.111,0.0
0.004,0.356,0.095,0.166,0.231,0.006,0.033,0.275,0.127,0.72,0.72,0.445,0.012,0.546,0.4,0.026,0.175,0.1,0.06,0.333,0.0
0.016,0.264,0.0,0.364,0.462,0.023,0.067,0.765,0.693,0.08,0.001,0.32,0.703,0.823,0.7,0.09,0.394,0.0,0.02,0.889,0.0
0.01,0.507,0.076,0.055,0.462,0.058,0.056,0.52,0.793,0.18,0.001,0.395,0.449,0.611,0.8,0.128,0.521,0.3,0.14,0.0,0.0
0.018,0.025,0.076,0.156,0.769,0.033,0.078,0.545,0.267,0.02,0.002,0.625,0.389,0.461,0.8,0.194,0.193,0.1,0.02,0.444,0.0
0.008,0.006,0.067,0.061,0.077,0.005,0.033,0.44,0.967,0.58,0.58,0.335,0.656,0.447,0.7,0.013,0.617,0.4,0.16,0.111,0.0
0.008,0.288,0.057,0.144,0.154,0.006,0.078,0.66,0.82,0.56,0.56,0.245,0.985,0.608,0.7,0.036,0.034,0.6,0.16,0.0,0.0
0.02,0.112,0.076,0.243,0.385,0.003,0.089,0.23,0.953,0.43,0.003,0.4,0.91,0.628,0.5,0.158,0.025,0.2,0.02,0.667,0.0
0.006,0.531,0.048,0.176,0.692,0.014,0.1,0.365,0.547,0.7,0.7,0.61,0.131,0.812,0.7,0.047,0.099,1.0,0.14,0.444,0.0
0.018,0.039,0.067,0.148,0.385,0.012,0.011,0.72,0.947,0.31,0.007,0.885,0.052,0.433,0.2,0.117,0.048,0.6,0.1,0.667,0.0
0.006,0.067,0.019,0.063,0.615,0.001,0.089,0.665,0.913,0.09,0.008,0.21,0.593,0.717,0.1,0.148,0.024,0.7,0.04,0.222,0.0
0.002,0.656,0.086,0.484,0.615,0.008,0.089,0.185,0.327,0.14,0.007,0.925,0.592,0.747,1.0,0.138,0.141,0.6,0.04,0.222,0.0
0.012,0.269,0.048,0.196,0.462,0.003,0.078,0.49,0.153,0.93,0.93,0.82,0.267,0.604,0.7,0.062,0.075,0.6,0.16,0.556,0.0
0.006,0.247,0.076,0.115,0.385,0.077,0.089,0.355,0.84,0.75,0.75,0.51,0.956,0.488,0.6,0.055,0.661,0.3,0.18,0.778,0.0
0.01,0.635,0.029,0.067,0.077,0.001,0.056,0.69,0.84,0.48,0.007,0.76,0.223,0.56,1.0,0.0,0.123,0.6,0.14,0.667,0.0
0.006,0.112,0.057,0.095,0.154,0.01,0.067,0.555,0.793,0.72,0.72,0.5,0.145,0.491,0.1,0.006,0.005,0.4,0.02,0.222,0.0
0.002,0.699,0.029,0.176,0.154,0.059,0.044,0.265,0.633,0.19,0.004,0.055,0.619,0.669,0.6,0.044,0.064,0.3,0.1,0.556,0.0
0.0,0.276,0.048,0.237,0.385,0.005,0.022,0.59,0.587,0.28,0.001,0.16,0.192,0.604,0.3,0.163,0.638,0.6,0.02,0.778,0.0
0.018,0.307,0.076,0.196,0.154,0.009,0.1,0.98,0.88,0.85,0.85,0.96,0.703,0.608,0.2,0.001,0.11,0.9,0.14,1.0,0.0
0.018,0.625,0.0,0.174,0.0,0.015,0.089,0.68,0.44,0.76,0.76,0.55,0.517,0.645,0.6,0.051,0.214,0.8,0.1,0.444,0.0
0.004,0.665,0.086,0.111,0.077,0.035,0.078,0.945,0.467,0.77,0.77,0.86,0.777,0.648,0.4,0.008,0.454,0.2,0.12,0.556,0.0
0.01,0.272,0.048,0.247,0.462,0.04,0.067,0.945,0.113,0.66,0.66,0.62,0.85,0.502,0.9,0.012,0.235,0.7,0.04,0.222,0.0
0.018,0.467,0.0,0.354,0.077,0.065,0.011,0.93,0.3,0.36,0.003,0.925,0.08,0.553,0.3,0.016,0.041,0.7,0.0,0.111,0.0
0.014,0.361,0.019,0.162,0.154,0.003,0.067,0.36,0.58,0.17,0.001,0.165,0.97,0.457,0.4,0.106,0.116,0.8,0.16,0.444,0.0
0.012,0.663,0.057,0.024,0.462,0.023,0.078,0.065,0.547,0.48,0.008,0.44,0.817,0.679,0.0,0.017,0.124,0.5,0.0,0.222,0.0
0.016,0.126,0.048,0.119,0.385,0.025,0.033,0.015,0.847,0.82,0.82,0.205,0.863,0.471,0.9,0.014,0.113,0.5,0.1,0.778,0.0
0.02,0.038,0.048,0.034,0.692,0.045,0.111,0.765,0.833,0.6,0.6,0.82,0.602,0.689,0.2,0.082,0.347,0.6,0.1,0.444,0.0
0.018,0.478,0.0,0.087,0.385,0.017,0.111,0.125,0.773,0.98,0.98,0.955,0.576,0.392,0.7,0.007,0.587,0.3,0.14,0.778,0.0
0.016,0.385,0.086,0.049,0.077,0.023,0.0,0.545,0.647,0.49,0.003,0.255,0.216,0.485,0.6,0.222,0.08,0.4,0.04,0.889,0.0
0.002,0.018,0.086,0.093,0.615,0.007,0.022,0.87,0.24,0.21,0.007,0.935,0.26,0.792,0.2,0.217,0.185,0.6,0.06,0.667,0.0
0.002,0.094,0.0,0.002,0.0,0.001,0.078,0.97,0.52,0.89,0.89,0.505,0.661,0.567,0.8,0.141,0.662,0.2,0.1,0.444,0.0
0.01,0.015,0.01,0.008,0.462,0.046,0.089,0.98,0.56,0.37,0.006,0.035,0.205,0.468,1.0,0.071,0.318,1.0,0.08,0.111,0.0
0.002,0.615,0.038,0.085,0.692,0.067,0.1,0.705,0.247,0.79,0.79,0.425,0.291,0.58,0.7,0.057,0.106,0.6,0.06,0.889,0.0
0.0,0.156,0.038,0.366,0.692,0.071,0.111,0.66,0.867,0.73,0.73,0.43,0.266,0.625,0.1,0.115,0.173,0.7,0.04,0.333,0.0
0.018,0.109,0.076,0.099,0.231,0.017,0.033,0.8,0.1,0.91,0.91,0.05,0.739,0.768,0.6,0.04,0.081,0.4,0.14,0.0,0.0
0.018,0.764,0.067,0.099,0.462,0.047,0.1,0.62,0.093,0.51,0.51,0.16,0.945,0.532,0.0,0.083,0.07,0.3,0.16,0.111,0.0
0.004,0.02,0.067,0.34,0.231,0.008,0.089,0.585,0.6,0.51,0.51,0.65,0.164,0.457,1.0,0.156,0.05,0.0,0.1,0.111,0.0
0.02,0.057,0.057,0.18,0.462,0.077,0.022,0.72,0.113,0.99,0.99,0.48,0.753,0.666,0.8,0.082,0.427,0.8,0.04,0.333,0.0
0.016,0.179,0.095,0.057,0.615,0.03,0.0,0.165,0.547,0.29,0.004,0.465,0.122,0.348,0.4,0.078,0.081,0.3,0.04,0.556,0.0
0.006,0.033,0.095,0.115,0.154,0.021,0.067,0.83,0.427,0.1,0.002,0.62,0.628,0.41,0.7,0.004,0.148,0.5,0.06,0.222,0.0
0.012,0.046,0.038,0.213,0.538,0.016,0.056,0.945,0.433,0.39,0.008,0.055,0.704,0.655,0.1,0.008,0.603,0.8,0.0,0.778,0.0
0.01,0.153,0.029,0.097,0.692,0.01,0.078,0.295,0.36,0.31,0.001,0.62,0.93,0.44,0.2,0.007,0.692,0.3,0.14,0.0,0.0
0.006,0.266,0.048,0.397,0.231,0.008,0.0,0.35,0.533,0.97,0.97,0.5,0.97,0.904,0.1,0.008,0.119,0.5,0.04,0.0,0.0
0.012,0.045,0.029,0.316,0.077,0.005,0.1,0.875,0.507,0.26,0.003,0.46,0.695,0.433,1.0,0.113,0.011,0.5,0.08,0.444,0.0
0.014,0.487,0.048,0.176,0.692,0.053,0.022,0.055,0.14,0.61,0.61,0.295,0.151,0.816,1.0,0.085,0.318,1.0,0.02,0.556,0.0
0.006,0.669,0.086,0.19,0.231,0.006,0.022,0.86,0.54,0.87,0.87,0.75,0.162,0.549,0.4,0.087,0.563,0.2,0.06,0.556,0.0
0.018,0.033,0.086,0.065,0.0,0.001,0.022,0.03,0.027,0.08,0.005,0.39,0.567,0.696,0.1,0.188,0.175,0.8,0.18,0.444,0.0
0.02,0.024,0.01,0.632,0.538,0.033,0.111,0.685,0.413,0.92,0.92,0.56,0.413,0.696,0.7,0.007,0.257,0.5,0.16,0.556,0.0
0.006,0.316,0.067,0.223,0.154,0.015,0.1,0.17,0.08,0.74,0.74,0.675,0.642,0.471,0.2,0.031,0.078,0.6,0.02,0.444,0.0
0.002,0.197,0.057,0.16,0.077,0.016,0.1,0.385,0.453,0.05,0.008,0.46,0.717,0.696,0.4,0.003,0.008,0.6,0.02,0.0,0.0
0.006,0.189,0.038,0.016,0.692,0.032,0.011,0.285,0.887,1.0,1.0,0.325,0.864,0.44,0.4,0.039,0.437,0.8,0.14,0.889,0.0
0.0,0.026,0.029,0.54,0.231,0.048,0.011,0.73,0.627,0.26,0.002,0.675,0.413,0.597,0.5,0.075,0.019,1.0,0.04,0.0,0.0
0.01,0.003,0.048,0.198,0.077,0.008,0.078,0.92,0.987,0.13,0.005,0.675,0.959,0.672,0.2,0.004,0.329,0.0,0.06,0.889,0.0
0.014,0.332,0.029,0.004,0.615,0.009,0.022,0.34,0.527,0.23,0.002,0.07,0.381,0.7,0.9,0.194,0.348,0.1,0.06,0.222,0.0
0.012,0.232,0.057,0.455,0.615,0.046,0.1,0.39,0.22,0.5,0.5,0.9,0.878,0.744,0.2,0.189,0.268,0.0,0.16,0.222,0.0
0.016,0.008,0.029,0.014,0.769,0.001,0.044,0.695,0.867,0.49,0.008,0.4,0.494,0.56,0.9,0.047,0.553,0.9,0.08,0.889,0.0
0.0,0.567,0.057,0.231,0.308,0.007,0.078,0.945,0.7,0.83,0.83,0.92,0.066,0.526,0.1,0.167,0.101,0.7,0.14,0.778,0.0
0.004,0.023,0.029,0.273,0.769,0.01,0.089,0.03,0.093,0.66,0.66,0.72,0.049,0.577,0.6,0.065,0.123,0.2,0.1,0.556,0.0
0.008,0.272,0.086,0.621,0.769,0.033,0.067,0.86,0.707,0.63,0.63,0.855,0.123,0.526,0.5,0.036,0.01,0.2,0.18,0.222,0.0
0.01,0.132,0.0,0.026,0.077,0.073,0.078,0.995,0.96,0.15,0.003,0.5,0.229,0.908,1.0,0.065,0.124,0.2,0.04,0.444,0.0
0.012,0.059,0.0,0.15,0.231,0.003,0.078,0.16,0.44,0.3,0.006,0.615,0.107,0.567,0.2,0.106,0.004,0.4,0.1,0.333,0.0
0.004,0.239,0.076,0.059,0.462,0.006,0.011,0.4,0.853,0.93,0.93,0.92,0.593,0.543,0.3,0.006,0.091,0.9,0.14,1.0,0.0
0.016,0.02,0.048,0.16,0.154,0.016,0.033,0.61,0.993,0.99,0.99,0.15,0.117,0.413,0.2,0.119,0.832,0.0,0.0,0.333,0.0
0.008,0.072,0.048,0.407,0.077,0.03,0.056,0.585,0.727,0.46,0.008,0.445,0.702,0.563,0.4,0.041,0.025,0.3,0.2,0.889,0.0
0.018,0.003,0.057,0.075,0.615,0.02,0.067,0.87,0.647,0.24,0.004,0.995,0.723,0.58,0.6,0.001,0.036,0.7,0.04,0.889,0.0
0.018,0.005,0.095,0.075,0.308,0.003,0.078,0.795,0.087,0.17,0.0,0.38,0.524,0.433,1.0,0.077,0.068,0.5,0.04,0.222,0.0
0.016,0.175,0.0,0.164,0.692,0.008,0.033,0.3,0.02,0.1,0.001,0.685,0.692,0.761,0.1,0.2,0.058,0.0,0.12,0.556,0.0
0.002,0.524,0.076,0.012,0.077,0.009,0.078,0.19,0.74,0.93,0.93,0.485,0.51,0.693,0.2,0.004,0.09,0.2,0.08,0.556,0.0
0.012,0.405,0.029,0.128,0.462,0.01,0.078,0.88,0.42,0.91,0.91,0.695,0.347,0.638,0.7,0.053,0.129,0.5,0.08,0.667,0.0
0.006,0.323,0.067,0.166,0.231,0.025,0.033,0.145,0.953,0.75,0.75,0.83,0.669,0.597,0.6,0.082,0.556,0.8,0.14,0.778,0.0
0.006,0.214,0.086,0.077,0.154,0.033,0.022,0.35,0.347,0.59,0.59,0.76,0.753,0.611,0.4,0.005,0.091,0.3,0.14,0.778,0.0
0.018,0.031,0.086,0.047,0.077,0.005,0.1,0.845,0.64,0.25,0.001,0.105,0.742,0.471,0.5,0.005,0.138,0.1,0.1,0.111,0.0
0.006,0.222,0.019,0.065,0.538,0.001,0.011,0.335,0.42,0.48,0.003,0.035,0.479,0.505,0.2,0.046,0.452,0.9,0.16,0.778,0.0
0.014,0.147,0.029,0.13,0.385,0.052,0.044,0.18,0.3,0.79,0.79,0.99,0.37,0.59,0.8,0.042,0.005,0.0,0.02,0.667,0.0
0.0,0.275,0.038,0.166,0.308,0.001,0.078,0.84,0.32,0.62,0.62,0.735,0.921,0.543,0.4,0.04,0.008,1.0,0.1,0.222,0.0
0.012,0.177,0.086,0.095,0.692,0.005,0.033,0.66,0.58,0.61,0.61,0.87,0.677,0.389,0.9,0.104,0.019,0.6,0.1,1.0,0.0
0.014,0.248,0.076,0.002,0.692,0.031,0.056,0.52,0.387,0.5,0.5,0.53,0.777,0.918,0.5,0.149,0.046,0.3,0.2,0.111,0.0
0.0,0.643,0.0,0.01,0.462,0.009,0.089,0.035,0.087,0.44,0.008,0.095,0.664,0.437,0.3,0.183,0.428,0.2,0.0,0.444,0.0
